github repo,cve vendor,cve product,cve ids
wernerd/ZRTPCPP,wernerd,zrtpcpp,CVE-2013-2221 CVE-2013-2222 CVE-2013-2223
weseek/growi,weseek,growi,CVE-2018-0652 CVE-2018-0653 CVE-2018-0654 CVE-2018-0655 CVE-2018-0698 CVE-2018-16205 CVE-2019-13337 CVE-2019-13338 CVE-2019-5968 CVE-2019-5969 CVE-2020-5676 CVE-2020-5677 CVE-2020-5678 CVE-2020-5682 CVE-2020-5683 CVE-2021-20619 CVE-2021-20667 CVE-2021-20668 CVE-2021-20669 CVE-2021-20670 CVE-2021-20671 CVE-2021-20672 CVE-2021-20673 CVE-2021-20736 CVE-2021-20737 CVE-2021-20829 CVE-2021-3852 CVE-2022-1236
wesnoth/wesnoth,wesnoth,wesnoth,CVE-2007-3917 CVE-2007-5742 CVE-2007-6201 CVE-2009-0366 CVE-2009-0367 CVE-2009-0878
westes/flex,westes,flex,CVE-2006-0459 CVE-2016-6354 CVE-2019-6293
wikimedia/analytics-quarry-web,wikimedia,analytics-quarry-web,CVE-2020-36324
wikimedia/mediawiki,wikimedia,mediawikiextensionsi18ntags,
wikimedia/mediawiki-extensions-I18nTags,wikimedia,mediawiki-extensions-i18ntags,CVE-2018-25065
wildfly/wildfly,wildfly,wildfly,CVE-2018-10682
winscp/winscp,winscp,winscp,CVE-2002-1357 CVE-2002-1358 CVE-2002-1359 CVE-2002-1360 CVE-2006-3015 CVE-2007-4909 CVE-2013-4852 CVE-2014-2735 CVE-2018-20684 CVE-2018-20685 CVE-2019-6109 CVE-2019-6110 CVE-2019-6111 CVE-2020-28864 CVE-2021-3331
wireshark/wireshark,wireshark,wireshark,CVE-2006-3627 CVE-2006-3628 CVE-2006-3630 CVE-2006-3631 CVE-2006-4330 CVE-2006-4331 CVE-2006-4332 CVE-2006-4333 CVE-2006-4574 CVE-2006-4805 CVE-2006-5468 CVE-2006-5469 CVE-2006-5595 CVE-2006-5740 CVE-2007-0456 CVE-2007-0457 CVE-2007-0458 CVE-2007-0459 CVE-2007-3389 CVE-2007-3390 CVE-2007-3391 CVE-2007-3392 CVE-2007-3393 CVE-2007-6111 CVE-2007-6112 CVE-2007-6113 CVE-2007-6114 CVE-2007-6115 CVE-2007-6116 CVE-2007-6117 CVE-2007-6118 CVE-2007-6119 CVE-2007-6120 CVE-2007-6121 CVE-2007-6438 CVE-2007-6439 CVE-2007-6441 CVE-2007-6450 CVE-2007-6451 CVE-2008-1070 CVE-2008-1071 CVE-2008-1072 CVE-2008-1561 CVE-2008-1562 CVE-2008-1563 CVE-2008-3137 CVE-2008-3138 CVE-2008-3139 CVE-2008-3140 CVE-2008-3141 CVE-2008-3145 CVE-2008-3146 CVE-2008-3932 CVE-2008-3933 CVE-2008-3934 CVE-2008-4680 CVE-2008-4681 CVE-2008-4682 CVE-2008-4683 CVE-2008-4684 CVE-2008-4685 CVE-2008-5285 CVE-2008-6472 CVE-2009-0599 CVE-2009-0600 CVE-2009-0601 CVE-2009-1210 CVE-2009-1266 CVE-2009-1267 CVE-2009-1268 CVE-2009-1269 CVE-2009-1829 CVE-2009-2559 CVE-2009-2560 CVE-2009-2561 CVE-2009-2562 CVE-2009-2563 CVE-2009-3241 CVE-2009-3242 CVE-2009-3243 CVE-2009-3549 CVE-2009-3550 CVE-2009-3551 CVE-2009-3829 CVE-2009-4376 CVE-2009-4377 CVE-2009-4378 CVE-2010-0304 CVE-2010-1455 CVE-2010-2283 CVE-2010-2284 CVE-2010-2285 CVE-2010-2286 CVE-2010-2287 CVE-2010-2992 CVE-2010-2993 CVE-2010-2994 CVE-2010-2995 CVE-2010-3133 CVE-2010-3445 CVE-2010-4300 CVE-2010-4301 CVE-2010-4538 CVE-2011-0024 CVE-2011-0444 CVE-2011-0445 CVE-2011-0538 CVE-2011-0713 CVE-2011-1138 CVE-2011-1139 CVE-2011-1140 CVE-2011-1141 CVE-2011-1142 CVE-2011-1143 CVE-2011-1590 CVE-2011-1591 CVE-2011-1592 CVE-2011-1956 CVE-2011-1957 CVE-2011-1958 CVE-2011-1959 CVE-2011-2174 CVE-2011-2175 CVE-2011-2597 CVE-2011-2698 CVE-2011-3266 CVE-2011-3360 CVE-2011-3482 CVE-2011-3483 CVE-2011-3484 CVE-2011-4100 CVE-2011-4101 CVE-2011-4102 CVE-2012-0041 CVE-2012-0042 CVE-2012-0043 CVE-2012-0066 CVE-2012-0067 CVE-2012-0068 CVE-2012-1593 CVE-2012-1594 CVE-2012-1595 CVE-2012-1596 CVE-2012-2392 CVE-2012-2393 CVE-2012-2394 CVE-2012-3548 CVE-2012-3825 CVE-2012-3826 CVE-2012-4048 CVE-2012-4049 CVE-2012-4285 CVE-2012-4286 CVE-2012-4287 CVE-2012-4288 CVE-2012-4289 CVE-2012-4290 CVE-2012-4291 CVE-2012-4292 CVE-2012-4293 CVE-2012-4294 CVE-2012-4295 CVE-2012-4296 CVE-2012-4297 CVE-2012-4298 CVE-2012-5237 CVE-2012-5238 CVE-2012-5240 CVE-2012-6052 CVE-2012-6053 CVE-2012-6054 CVE-2012-6055 CVE-2012-6056 CVE-2012-6057 CVE-2012-6058 CVE-2012-6059 CVE-2012-6060 CVE-2012-6061 CVE-2012-6062 CVE-2013-1572 CVE-2013-1573 CVE-2013-1574 CVE-2013-1575 CVE-2013-1576 CVE-2013-1577 CVE-2013-1578 CVE-2013-1579 CVE-2013-1580 CVE-2013-1581 CVE-2013-1582 CVE-2013-1583 CVE-2013-1584 CVE-2013-1585 CVE-2013-1586 CVE-2013-1587 CVE-2013-1588 CVE-2013-1589 CVE-2013-1590 CVE-2013-2475 CVE-2013-2476 CVE-2013-2477 CVE-2013-2478 CVE-2013-2479 CVE-2013-2480 CVE-2013-2481 CVE-2013-2482 CVE-2013-2483 CVE-2013-2484 CVE-2013-2485 CVE-2013-2486 CVE-2013-2487 CVE-2013-2488 CVE-2013-3555 CVE-2013-3556 CVE-2013-3557 CVE-2013-3558 CVE-2013-3559 CVE-2013-3560 CVE-2013-3561 CVE-2013-3562 CVE-2013-4074 CVE-2013-4075 CVE-2013-4076 CVE-2013-4077 CVE-2013-4078 CVE-2013-4079 CVE-2013-4080 CVE-2013-4081 CVE-2013-4082 CVE-2013-4083 CVE-2013-4920 CVE-2013-4921 CVE-2013-4922 CVE-2013-4923 CVE-2013-4924 CVE-2013-4925 CVE-2013-4926 CVE-2013-4927 CVE-2013-4928 CVE-2013-4929 CVE-2013-4930 CVE-2013-4931 CVE-2013-4932 CVE-2013-4933 CVE-2013-4934 CVE-2013-4935 CVE-2013-4936 CVE-2013-5717 CVE-2013-5718 CVE-2013-5719 CVE-2013-5720 CVE-2013-5721 CVE-2013-5722 CVE-2013-6336 CVE-2013-6337 CVE-2013-6338 CVE-2013-6339 CVE-2013-6340 CVE-2013-7112 CVE-2013-7113 CVE-2013-7114 CVE-2014-2281 CVE-2014-2282 CVE-2014-2283 CVE-2014-2299 CVE-2014-2907 CVE-2014-4020 CVE-2014-4174 CVE-2014-5161 CVE-2014-5162 CVE-2014-5163 CVE-2014-5164 CVE-2014-5165 CVE-2014-6421 CVE-2014-6422 CVE-2014-6423 CVE-2014-6424 CVE-2014-6425 CVE-2014-6426 CVE-2014-6427 CVE-2014-6428 CVE-2014-6429 CVE-2014-6430 CVE-2014-6431 CVE-2014-6432 CVE-2014-8710 CVE-2014-8711 CVE-2014-8712 CVE-2014-8713 CVE-2014-8714 CVE-2015-0559 CVE-2015-0560 CVE-2015-0561 CVE-2015-0562 CVE-2015-0563 CVE-2015-0564 CVE-2015-2187 CVE-2015-2188 CVE-2015-2189 CVE-2015-2190 CVE-2015-2191 CVE-2015-2192 CVE-2015-3182 CVE-2015-3808 CVE-2015-3809 CVE-2015-3810 CVE-2015-3811 CVE-2015-3812 CVE-2015-3813 CVE-2015-3814 CVE-2015-3815 CVE-2015-3906 CVE-2015-4651 CVE-2015-4652 CVE-2015-6241 CVE-2015-6242 CVE-2015-6243 CVE-2015-6244 CVE-2015-6245 CVE-2015-6246 CVE-2015-6247 CVE-2015-6248 CVE-2015-6249 CVE-2015-7830 CVE-2015-8711 CVE-2015-8712 CVE-2015-8713 CVE-2015-8714 CVE-2015-8715 CVE-2015-8716 CVE-2015-8717 CVE-2015-8718 CVE-2015-8719 CVE-2015-8720 CVE-2015-8721 CVE-2015-8722 CVE-2015-8723 CVE-2015-8724 CVE-2015-8725 CVE-2015-8726 CVE-2015-8727 CVE-2015-8728 CVE-2015-8729 CVE-2015-8730 CVE-2015-8731 CVE-2015-8732 CVE-2015-8733 CVE-2015-8734 CVE-2015-8735 CVE-2015-8736 CVE-2015-8737 CVE-2015-8738 CVE-2015-8739 CVE-2015-8740 CVE-2015-8741 CVE-2015-8742 CVE-2016-2521 CVE-2016-2522 CVE-2016-2523 CVE-2016-2524 CVE-2016-2525 CVE-2016-2526 CVE-2016-2527 CVE-2016-2528 CVE-2016-2529 CVE-2016-2530 CVE-2016-2531 CVE-2016-2532 CVE-2016-4006 CVE-2016-4076 CVE-2016-4077 CVE-2016-4078 CVE-2016-4079 CVE-2016-4080 CVE-2016-4081 CVE-2016-4082 CVE-2016-4083 CVE-2016-4084 CVE-2016-4085 CVE-2016-4415 CVE-2016-4416 CVE-2016-4417 CVE-2016-4418 CVE-2016-4419 CVE-2016-4420 CVE-2016-4421 CVE-2016-5350 CVE-2016-5351 CVE-2016-5352 CVE-2016-5353 CVE-2016-5354 CVE-2016-5355 CVE-2016-5356 CVE-2016-5357 CVE-2016-5358 CVE-2016-5359 CVE-2016-6503 CVE-2016-6504 CVE-2016-6505 CVE-2016-6506 CVE-2016-6507 CVE-2016-6508 CVE-2016-6509 CVE-2016-6510 CVE-2016-6511 CVE-2016-6512 CVE-2016-6513 CVE-2016-7175 CVE-2016-7176 CVE-2016-7177 CVE-2016-7178 CVE-2016-7179 CVE-2016-7180 CVE-2016-7957 CVE-2016-7958 CVE-2016-9372 CVE-2016-9373 CVE-2016-9374 CVE-2016-9375 CVE-2016-9376 CVE-2017-11406 CVE-2017-11407 CVE-2017-11408 CVE-2017-11409 CVE-2017-11410 CVE-2017-11411 CVE-2017-13764 CVE-2017-13765 CVE-2017-13766 CVE-2017-13767 CVE-2017-15189 CVE-2017-15190 CVE-2017-15191 CVE-2017-15192 CVE-2017-15193 CVE-2017-17083 CVE-2017-17084 CVE-2017-17085 CVE-2017-17935 CVE-2017-17997 CVE-2017-5596 CVE-2017-5597 CVE-2017-6014 CVE-2017-6467 CVE-2017-6468 CVE-2017-6469 CVE-2017-6470 CVE-2017-6471 CVE-2017-6472 CVE-2017-6473 CVE-2017-6474 CVE-2017-7700 CVE-2017-7701 CVE-2017-7702 CVE-2017-7703 CVE-2017-7704 CVE-2017-7705 CVE-2017-7745 CVE-2017-7746 CVE-2017-7747 CVE-2017-7748 CVE-2017-9343 CVE-2017-9344 CVE-2017-9345 CVE-2017-9346 CVE-2017-9347 CVE-2017-9348 CVE-2017-9349 CVE-2017-9350 CVE-2017-9351 CVE-2017-9352 CVE-2017-9353 CVE-2017-9354 CVE-2017-9616 CVE-2017-9617 CVE-2017-9766 CVE-2018-11354 CVE-2018-11355 CVE-2018-11356 CVE-2018-11357 CVE-2018-11358 CVE-2018-11359 CVE-2018-11360 CVE-2018-11361 CVE-2018-11362 CVE-2018-14339 CVE-2018-14340 CVE-2018-14341 CVE-2018-14342 CVE-2018-14343 CVE-2018-14344 CVE-2018-14367 CVE-2018-14368 CVE-2018-14369 CVE-2018-14370 CVE-2018-14438 CVE-2018-16056 CVE-2018-16057 CVE-2018-16058 CVE-2018-18225 CVE-2018-18226 CVE-2018-18227 CVE-2018-19622 CVE-2018-19623 CVE-2018-19624 CVE-2018-19625 CVE-2018-19626 CVE-2018-19627 CVE-2018-19628 CVE-2018-5334 CVE-2018-5335 CVE-2018-5336 CVE-2018-6836 CVE-2018-7320 CVE-2018-7321 CVE-2018-7322 CVE-2018-7323 CVE-2018-7324 CVE-2018-7325 CVE-2018-7326 CVE-2018-7327 CVE-2018-7328 CVE-2018-7329 CVE-2018-7330 CVE-2018-7331 CVE-2018-7332 CVE-2018-7333 CVE-2018-7334 CVE-2018-7335 CVE-2018-7336 CVE-2018-7337 CVE-2018-7417 CVE-2018-7418 CVE-2018-7419 CVE-2018-7420 CVE-2018-7421 CVE-2018-9256 CVE-2018-9257 CVE-2018-9258 CVE-2018-9259 CVE-2018-9260 CVE-2018-9261 CVE-2018-9262 CVE-2018-9263 CVE-2018-9264 CVE-2018-9265 CVE-2018-9266 CVE-2018-9267 CVE-2018-9268 CVE-2018-9269 CVE-2018-9270 CVE-2018-9271 CVE-2018-9272 CVE-2018-9273 CVE-2018-9274 CVE-2019-10894 CVE-2019-10895 CVE-2019-10896 CVE-2019-10897 CVE-2019-10898 CVE-2019-10899 CVE-2019-10900 CVE-2019-10901 CVE-2019-10902 CVE-2019-10903 CVE-2019-12295 CVE-2019-13619 CVE-2019-16319 CVE-2019-19553 CVE-2019-5716 CVE-2019-5717 CVE-2019-5718 CVE-2019-5719 CVE-2019-5721 CVE-2019-9208 CVE-2019-9209 CVE-2019-9214 CVE-2020-11647 CVE-2020-13164 CVE-2020-15466 CVE-2020-17498 CVE-2020-25862 CVE-2020-25863 CVE-2020-25866 CVE-2020-26418 CVE-2020-26419 CVE-2020-26420 CVE-2020-26421 CVE-2020-26422 CVE-2020-26575 CVE-2020-28030 CVE-2020-7044 CVE-2020-7045 CVE-2020-9428 CVE-2020-9429 CVE-2020-9430 CVE-2020-9431 CVE-2021-22173 CVE-2021-22174 CVE-2021-22191 CVE-2021-22207 CVE-2021-22222 CVE-2021-22235 CVE-2021-39920 CVE-2021-39921 CVE-2021-39922 CVE-2021-39923 CVE-2021-39924 CVE-2021-39925 CVE-2021-39926 CVE-2021-39928 CVE-2021-39929 CVE-2021-4181 CVE-2021-4182 CVE-2021-4183 CVE-2021-4184 CVE-2021-4185 CVE-2021-4186 CVE-2021-4190 CVE-2022-0581 CVE-2022-0582 CVE-2022-0583 CVE-2022-0585 CVE-2022-0586
wolfcms/wolfcms,wolfcms,wolfcms,CVE-2012-1897 CVE-2012-1932 CVE-2015-6567 CVE-2015-6568 CVE-2017-11611 CVE-2018-1000084 CVE-2018-1000087 CVE-2018-14837 CVE-2018-15842 CVE-2018-18823 CVE-2018-18824 CVE-2018-6890 CVE-2018-8813 CVE-2018-8814 CVE-2019-10646 CVE-2019-25070
wolfSSL/wolfMQTT,wolfssl,wolfmqtt,CVE-2021-45932 CVE-2021-45933 CVE-2021-45934 CVE-2021-45936 CVE-2021-45937 CVE-2021-45938 CVE-2021-45939
wolfSSL/wolfssl,wolfssl,wolfssl,CVE-2014-2896 CVE-2014-2897 CVE-2014-2898 CVE-2014-2901 CVE-2014-2902 CVE-2014-2903 CVE-2014-2904 CVE-2015-6925 CVE-2015-7744 CVE-2016-7438 CVE-2016-7439 CVE-2016-7440 CVE-2017-13099 CVE-2017-2800 CVE-2017-6076 CVE-2017-8854 CVE-2017-8855 CVE-2018-12436 CVE-2018-16870 CVE-2019-11873 CVE-2019-13628 CVE-2019-14317 CVE-2019-15651 CVE-2019-16748 CVE-2019-18840 CVE-2019-19960 CVE-2019-19962 CVE-2019-19963 CVE-2019-6439 CVE-2020-11713 CVE-2020-11735 CVE-2020-12457 CVE-2020-15309 CVE-2020-24585 CVE-2020-24613 CVE-2020-36177 CVE-2021-24116 CVE-2021-3336 CVE-2021-37155 CVE-2021-38597 CVE-2021-44718 CVE-2022-23408 CVE-2022-25638 CVE-2022-25640
WonderCMS/wondercms,wondercms,wondercms,CVE-2011-5317 CVE-2014-8701 CVE-2014-8702 CVE-2014-8703 CVE-2014-8704 CVE-2014-8705 CVE-2017-14521 CVE-2017-14522 CVE-2017-14523 CVE-2017-7951 CVE-2018-1000062 CVE-2018-14387 CVE-2018-7172 CVE-2019-5956 CVE-2020-29233 CVE-2020-29247 CVE-2020-29469 CVE-2020-35313 CVE-2020-35314 CVE-2021-42233
woocommerce/woocommerce,woocommerce,woocommerce,CVE-2015-2329 CVE-2016-10112 CVE-2017-18356 CVE-2018-20714 CVE-2019-20891 CVE-2019-9168 CVE-2020-29156 CVE-2021-24323 CVE-2021-32790 CVE-2022-0775 CVE-2022-2099
woodpecker-ci/woodpecker,woodpecker-ci,woodpecker,CVE-2022-29947
WordPress/WordPress,wordpress,wordpress,CVE-2003-1598 CVE-2003-1599 CVE-2004-1559 CVE-2004-1584 CVE-2005-1102 CVE-2005-1687 CVE-2005-1688 CVE-2005-1810 CVE-2005-2107 CVE-2005-2108 CVE-2005-2109 CVE-2005-2110 CVE-2005-2612 CVE-2005-4463 CVE-2006-0733 CVE-2006-0985 CVE-2006-0986 CVE-2006-1012 CVE-2006-1263 CVE-2006-1796 CVE-2006-2667 CVE-2006-2702 CVE-2006-3389 CVE-2006-3390 CVE-2006-4028 CVE-2006-4743 CVE-2006-5705 CVE-2006-6016 CVE-2006-6017 CVE-2006-6808 CVE-2007-0106 CVE-2007-0107 CVE-2007-0109 CVE-2007-0233 CVE-2007-0262 CVE-2007-0539 CVE-2007-0540 CVE-2007-0541 CVE-2007-1049 CVE-2007-1230 CVE-2007-1244 CVE-2007-1277 CVE-2007-1409 CVE-2007-1599 CVE-2007-1622 CVE-2007-1732 CVE-2007-1893 CVE-2007-1894 CVE-2007-1897 CVE-2007-2627 CVE-2007-2821 CVE-2007-3140 CVE-2007-3238 CVE-2007-3239 CVE-2007-3240 CVE-2007-3241 CVE-2007-3543 CVE-2007-3544 CVE-2007-3639 CVE-2007-4139 CVE-2007-4153 CVE-2007-4154 CVE-2007-4893 CVE-2007-4894 CVE-2007-5105 CVE-2007-5106 CVE-2007-5710 CVE-2007-5800 CVE-2007-6013 CVE-2007-6318 CVE-2008-0191 CVE-2008-0192 CVE-2008-0193 CVE-2008-0194 CVE-2008-0195 CVE-2008-0196 CVE-2008-0664 CVE-2008-1304 CVE-2008-1930 CVE-2008-1982 CVE-2008-2068 CVE-2008-2146 CVE-2008-2392 CVE-2008-3233 CVE-2008-3747 CVE-2008-4106 CVE-2008-4625 CVE-2008-4732 CVE-2008-4733 CVE-2008-4734 CVE-2008-4769 CVE-2008-4796 CVE-2008-5113 CVE-2008-5278 CVE-2008-5695 CVE-2008-5752 CVE-2008-6762 CVE-2008-6767 CVE-2008-6811 CVE-2008-7040 CVE-2008-7175 CVE-2009-0968 CVE-2009-2122 CVE-2009-2143 CVE-2009-2144 CVE-2009-2334 CVE-2009-2335 CVE-2009-2336 CVE-2009-2383 CVE-2009-2396 CVE-2009-2431 CVE-2009-2432 CVE-2009-2762 CVE-2009-2851 CVE-2009-2852 CVE-2009-2853 CVE-2009-2854 CVE-2009-3622 CVE-2009-3703 CVE-2009-3890 CVE-2009-3891 CVE-2009-4168 CVE-2009-4169 CVE-2009-4170 CVE-2009-4424 CVE-2009-4672 CVE-2009-4748 CVE-2010-0673 CVE-2010-0682 CVE-2010-1186 CVE-2010-2924 CVE-2010-3977 CVE-2010-4257 CVE-2010-4277 CVE-2010-4402 CVE-2010-4403 CVE-2010-4518 CVE-2010-4536 CVE-2010-4630 CVE-2010-4637 CVE-2010-4747 CVE-2010-4779 CVE-2010-4825 CVE-2010-4839 CVE-2010-4875 CVE-2010-5106 CVE-2010-5293 CVE-2010-5294 CVE-2010-5295 CVE-2010-5296 CVE-2010-5297 CVE-2011-0641 CVE-2011-0700 CVE-2011-0701 CVE-2011-0740 CVE-2011-0759 CVE-2011-0760 CVE-2011-1047 CVE-2011-1669 CVE-2011-1762 CVE-2011-3122 CVE-2011-3125 CVE-2011-3126 CVE-2011-3127 CVE-2011-3128 CVE-2011-3129 CVE-2011-3130 CVE-2011-3818 CVE-2011-3850 CVE-2011-3851 CVE-2011-3852 CVE-2011-3853 CVE-2011-3854 CVE-2011-3855 CVE-2011-3856 CVE-2011-3857 CVE-2011-3858 CVE-2011-3859 CVE-2011-3860 CVE-2011-3861 CVE-2011-3862 CVE-2011-3863 CVE-2011-3864 CVE-2011-3865 CVE-2011-3981 CVE-2011-4342 CVE-2011-4562 CVE-2011-4568 CVE-2011-4618 CVE-2011-4646 CVE-2011-4669 CVE-2011-4671 CVE-2011-4673 CVE-2011-4803 CVE-2011-4898 CVE-2011-4899 CVE-2011-4926 CVE-2011-4956 CVE-2011-4957 CVE-2011-5051 CVE-2011-5082 CVE-2011-5104 CVE-2011-5106 CVE-2011-5107 CVE-2011-5128 CVE-2011-5179 CVE-2011-5180 CVE-2011-5181 CVE-2011-5182 CVE-2011-5191 CVE-2011-5192 CVE-2011-5193 CVE-2011-5194 CVE-2011-5207 CVE-2011-5208 CVE-2011-5216 CVE-2011-5224 CVE-2011-5225 CVE-2011-5226 CVE-2011-5254 CVE-2011-5257 CVE-2011-5264 CVE-2011-5265 CVE-2011-5270 CVE-2012-0287 CVE-2012-0782 CVE-2012-0895 CVE-2012-0896 CVE-2012-0898 CVE-2012-0934 CVE-2012-0937 CVE-2012-1010 CVE-2012-1011 CVE-2012-1067 CVE-2012-1068 CVE-2012-1125 CVE-2012-1205 CVE-2012-1785 CVE-2012-1786 CVE-2012-1835 CVE-2012-1936 CVE-2012-2109 CVE-2012-2371 CVE-2012-2399 CVE-2012-2400 CVE-2012-2401 CVE-2012-2402 CVE-2012-2403 CVE-2012-2404 CVE-2012-2759 CVE-2012-2912 CVE-2012-2913 CVE-2012-2916 CVE-2012-2917 CVE-2012-2920 CVE-2012-3383 CVE-2012-3384 CVE-2012-3385 CVE-2012-3414 CVE-2012-3434 CVE-2012-3574 CVE-2012-3575 CVE-2012-3576 CVE-2012-3577 CVE-2012-3578 CVE-2012-3588 CVE-2012-3814 CVE-2012-4033 CVE-2012-4242 CVE-2012-4263 CVE-2012-4264 CVE-2012-4268 CVE-2012-4271 CVE-2012-4272 CVE-2012-4273 CVE-2012-4283 CVE-2012-4327 CVE-2012-4332 CVE-2012-4421 CVE-2012-4422 CVE-2012-4448 CVE-2012-4874 CVE-2012-4915 CVE-2012-4920 CVE-2012-5177 CVE-2012-5178 CVE-2012-5229 CVE-2012-5310 CVE-2012-5318 CVE-2012-5325 CVE-2012-5327 CVE-2012-5328 CVE-2012-5346 CVE-2012-5349 CVE-2012-5350 CVE-2012-5387 CVE-2012-5388 CVE-2012-5469 CVE-2012-5856 CVE-2012-5868 CVE-2012-5913 CVE-2012-6312 CVE-2012-6313 CVE-2012-6499 CVE-2012-6506 CVE-2012-6527 CVE-2012-6633 CVE-2012-6634 CVE-2012-6635 CVE-2012-6707 CVE-2013-0235 CVE-2013-0236 CVE-2013-0237 CVE-2013-0721 CVE-2013-0731 CVE-2013-0734 CVE-2013-0735 CVE-2013-0736 CVE-2013-1409 CVE-2013-1464 CVE-2013-1949 CVE-2013-2173 CVE-2013-2199 CVE-2013-2200 CVE-2013-2201 CVE-2013-2202 CVE-2013-2203 CVE-2013-2204 CVE-2013-2205 CVE-2013-2501 CVE-2013-2640 CVE-2013-2696 CVE-2013-2697 CVE-2013-2702 CVE-2013-2703 CVE-2013-2704 CVE-2013-2706 CVE-2013-2707 CVE-2013-2709 CVE-2013-2741 CVE-2013-2742 CVE-2013-2743 CVE-2013-2744 CVE-2013-3253 CVE-2013-3254 CVE-2013-3256 CVE-2013-3261 CVE-2013-3262 CVE-2013-3479 CVE-2013-3487 CVE-2013-3491 CVE-2013-3526 CVE-2013-3529 CVE-2013-3530 CVE-2013-3532 CVE-2013-3720 CVE-2013-4117 CVE-2013-4338 CVE-2013-4339 CVE-2013-4340 CVE-2013-4625 CVE-2013-4626 CVE-2013-4944 CVE-2013-4954 CVE-2013-5098 CVE-2013-5672 CVE-2013-5673 CVE-2013-5714 CVE-2013-5738 CVE-2013-5739 CVE-2013-5917 CVE-2013-5918 CVE-2013-5961 CVE-2013-5963 CVE-2013-6010 CVE-2013-6991 CVE-2013-6992 CVE-2013-6993 CVE-2013-7233 CVE-2013-7240 CVE-2013-7276 CVE-2013-7279 CVE-2014-0165 CVE-2014-0166 CVE-2014-1232 CVE-2014-1888 CVE-2014-1907 CVE-2014-2265 CVE-2014-2315 CVE-2014-2316 CVE-2014-3210 CVE-2014-3841 CVE-2014-3843 CVE-2014-3844 CVE-2014-3845 CVE-2014-4529 CVE-2014-4534 CVE-2014-4600 CVE-2014-4603 CVE-2014-5203 CVE-2014-5204 CVE-2014-5205 CVE-2014-5240 CVE-2014-5265 CVE-2014-5266 CVE-2014-6412 CVE-2014-9031 CVE-2014-9032 CVE-2014-9033 CVE-2014-9034 CVE-2014-9035 CVE-2014-9036 CVE-2014-9037 CVE-2014-9038 CVE-2014-9039 CVE-2015-2213 CVE-2015-3429 CVE-2015-3438 CVE-2015-3439 CVE-2015-3440 CVE-2015-5622 CVE-2015-5623 CVE-2015-5714 CVE-2015-5715 CVE-2015-5730 CVE-2015-5731 CVE-2015-5732 CVE-2015-5733 CVE-2015-5734 CVE-2015-7989 CVE-2015-8834 CVE-2016-10033 CVE-2016-10045 CVE-2016-10148 CVE-2016-1564 CVE-2016-2221 CVE-2016-2222 CVE-2016-4029 CVE-2016-4566 CVE-2016-4567 CVE-2016-5832 CVE-2016-5833 CVE-2016-5834 CVE-2016-5835 CVE-2016-5836 CVE-2016-5837 CVE-2016-5838 CVE-2016-5839 CVE-2016-6634 CVE-2016-6635 CVE-2016-6896 CVE-2016-6897 CVE-2016-7168 CVE-2016-7169 CVE-2016-9263 CVE-2017-1000600 CVE-2017-1001000 CVE-2017-14718 CVE-2017-14719 CVE-2017-14720 CVE-2017-14721 CVE-2017-14722 CVE-2017-14723 CVE-2017-14724 CVE-2017-14725 CVE-2017-14726 CVE-2017-14990 CVE-2017-16510 CVE-2017-17091 CVE-2017-17092 CVE-2017-17093 CVE-2017-17094 CVE-2017-5487 CVE-2017-5488 CVE-2017-5489 CVE-2017-5490 CVE-2017-5491 CVE-2017-5492 CVE-2017-5493 CVE-2017-5610 CVE-2017-5611 CVE-2017-5612 CVE-2017-6514 CVE-2017-6814 CVE-2017-6815 CVE-2017-6816 CVE-2017-6817 CVE-2017-6818 CVE-2017-6819 CVE-2017-8295 CVE-2017-9061 CVE-2017-9062 CVE-2017-9063 CVE-2017-9064 CVE-2017-9065 CVE-2017-9066 CVE-2018-1000773 CVE-2018-10100 CVE-2018-10101 CVE-2018-10102 CVE-2018-12895 CVE-2018-14028 CVE-2018-19296 CVE-2018-20147 CVE-2018-20148 CVE-2018-20149 CVE-2018-20150 CVE-2018-20151 CVE-2018-20152 CVE-2018-20153 CVE-2018-5776 CVE-2018-6389 CVE-2019-16217 CVE-2019-16218 CVE-2019-16219 CVE-2019-16220 CVE-2019-16221 CVE-2019-16222 CVE-2019-16223 CVE-2019-16780 CVE-2019-16781 CVE-2019-17669 CVE-2019-17670 CVE-2019-17671 CVE-2019-17672 CVE-2019-17673 CVE-2019-17674 CVE-2019-17675 CVE-2019-20041 CVE-2019-20042 CVE-2019-20043 CVE-2019-8942 CVE-2019-8943 CVE-2019-9787 CVE-2020-11025 CVE-2020-11026 CVE-2020-11027 CVE-2020-11028 CVE-2020-11029 CVE-2020-11030 CVE-2020-25286 CVE-2020-26596 CVE-2020-28032 CVE-2020-28033 CVE-2020-28034 CVE-2020-28035 CVE-2020-28036 CVE-2020-28037 CVE-2020-28038 CVE-2020-28039 CVE-2020-28040 CVE-2020-36326 CVE-2020-4046 CVE-2020-4047 CVE-2020-4048 CVE-2020-4049 CVE-2020-4050 CVE-2021-29447 CVE-2021-29450 CVE-2021-39200 CVE-2021-39201 CVE-2021-39202 CVE-2021-39203 CVE-2021-44223 CVE-2022-21661 CVE-2022-21662 CVE-2022-21663 CVE-2022-21664
wp-plugins/secure-files,wp-plugins,secure-files,CVE-2005-10002
